399364	6367646	7	0.6974738836288452	bert
399364	944818	79	0.6980785727500916	bert
399364	7482799	97	0.6809512972831726	bert
399364	4749500	13	0.6850359439849854	bert
399364	8301450	96	0.6706199049949646	bert
399364	3447947	95	0.6894148588180542	bert
399364	8286631	43	0.7418426871299744	bert
399364	7482806	57	0.6272677779197693	bert
399364	7482805	94	0.6565459966659546	bert
399364	7482800	2	0.6642911434173584	bert
399364	7482802	99	0.673145055770874	bert
399364	3978462	1	0.6642475128173828	bert
399364	335475	28	0.7033666372299194	bert
399364	7482804	83	0.6705708503723145	bert
399364	1407113	6	0.6341402530670166	bert
399364	3175266	30	0.6526236534118652	bert
399364	7482803	67	0.6766501069068909	bert
399364	7528090	29	0.6549413204193115	bert
399364	8657115	73	0.6841891407966614	bert
399364	7482801	4	0.6548491716384888	bert
399364	7965057	38	0.642171323299408	bert
399364	4358715	19	0.6257965564727783	bert
399364	1966915	27	0.6409897208213806	bert
399364	6374132	40	0.6395833492279053	bert
399364	6431425	56	0.6664513945579529	bert
399364	492352	60	0.6415591835975647	bert
399364	1365013	3	0.6837260127067566	bert
399364	1909183	32	0.6937233805656433	bert
399364	8337833	53	0.6857433915138245	bert
399364	3079257	80	0.6877487897872925	bert
399364	7263665	17	0.6220935583114624	bert
399364	6125145	42	0.678281843662262	bert
399364	7026424	55	0.6423366665840149	bert
399364	5689431	11	0.6300311088562012	bert
399364	197066	81	0.6154810786247253	bert
399364	8338953	51	0.6684948801994324	bert
399364	3765541	86	0.6274203658103943	bert
399364	8535513	5	0.6846619248390198	bert
399364	4266791	14	0.6656684875488281	bert
399364	6374124	36	0.6828441023826599	bert
399364	7391382	25	0.6172800660133362	bert
399364	6580889	39	0.6763632297515869	bert
399364	595521	68	0.6999505162239075	bert
399364	7041751	10	0.663801372051239	bert
399364	1835815	91	0.6197420358657837	bert
399364	4449293	12	0.6462792158126831	bert
399364	6374126	44	0.6545275449752808	bert
399364	7798816	84	0.6509153246879578	bert
399364	1563042	59	0.6352256536483765	bert
399364	4663642	61	0.6201887130737305	bert
399364	3312052	85	0.6713335514068604	bert
399364	1681486	58	0.6523483395576477	bert
399364	1365012	54	0.6781019568443298	bert
399364	7631629	69	0.658882737159729	bert
399364	6125146	9	0.6749507188796997	bert
399364	1484196	62	0.682792603969574	bert
399364	2893392	92	0.6999349594116211	bert
399364	4990164	18	0.659670889377594	bert
399364	8285128	20	0.6614375114440918	bert
399364	1468791	47	0.6816933751106262	bert
399364	1616419	64	0.6608754396438599	bert
399364	1497906	72	0.6560887098312378	bert
399364	3558154	70	0.6385307908058167	bert
399364	6804381	16	0.6533469557762146	bert
399364	4689073	52	0.6297708749771118	bert
399364	1682236	48	0.6028749942779541	bert
399364	4601705	93	0.6863739490509033	bert
399364	1180165	82	0.6650348901748657	bert
399364	6374127	90	0.6566738486289978	bert
399364	1741521	46	0.6528867483139038	bert
399364	7584014	87	0.6426526308059692	bert
399364	7017094	71	0.6532961130142212	bert
399364	1077815	33	0.6852506399154663	bert
399364	1981505	77	0.6295361518859863	bert
399364	7631940	21	0.6207928657531738	bert
399364	197060	26	0.6335508823394775	bert
399364	7677569	23	0.6421940326690674	bert
399364	2454951	24	0.6365154981613159	bert
399364	6211974	63	0.729576826095581	bert
399364	7946035	78	0.6774637699127197	bert
399364	4678137	49	0.6714757680892944	bert
399364	6392527	15	0.6485319137573242	bert
399364	2844394	76	0.691900372505188	bert
399364	8772172	100	0.6632585525512695	bert
399364	6689871	34	0.6604734063148499	bert
399364	2626751	65	0.6707811951637268	bert
