399364	6367646	43	14.125	bm25
399364	944818	44	12.831899642944336	bm25
399364	7482799	45	12.677200317382812	bm25
399364	4749500	46	12.320500373840332	bm25
399364	8301450	47	12.234800338745117	bm25
399364	3447947	48	12.075400352478027	bm25
399364	8286631	49	12.059300422668457	bm25
399364	7482806	50	12.021900177001953	bm25
399364	7482805	51	11.548800468444824	bm25
399364	7482800	52	11.51259994506836	bm25
399364	7482802	53	11.424099922180176	bm25
399364	3978462	54	11.336899757385254	bm25
399364	335475	55	11.220800399780273	bm25
399364	7482804	56	11.162199974060059	bm25
399364	1407113	57	11.143699645996094	bm25
399364	3175266	58	11.135600090026855	bm25
399364	7482803	59	11.08650016784668	bm25
399364	7528090	60	11.086499214172363	bm25
399364	8657115	61	10.904500007629395	bm25
399364	7482801	62	10.851699829101562	bm25
399364	7965057	63	10.777899742126465	bm25
399364	4358715	64	10.666600227355957	bm25
399364	1966915	65	10.578800201416016	bm25
399364	6374132	66	10.568599700927734	bm25
399364	6431425	67	10.51550006866455	bm25
399364	492352	68	10.423500061035156	bm25
399364	1365013	69	10.418000221252441	bm25
399364	1909183	70	10.399100303649902	bm25
399364	8337833	71	10.39680004119873	bm25
399364	3079257	72	10.350799560546875	bm25
399364	7263665	73	10.34119987487793	bm25
399364	6125145	74	10.31309986114502	bm25
399364	7026424	75	10.259699821472168	bm25
399364	5689431	76	10.238300323486328	bm25
399364	197066	77	10.222399711608887	bm25
399364	8338953	78	10.157299995422363	bm25
399364	3765541	79	10.141500473022461	bm25
399364	8535513	80	10.075300216674805	bm25
399364	4266791	81	10.045000076293945	bm25
399364	6374124	82	10.026900291442871	bm25
399364	7391382	83	10.026200294494629	bm25
399364	6580889	84	10.009699821472168	bm25
399364	595521	85	9.982099533081055	bm25
399364	7041751	86	9.9621000289917	bm25
399364	1835815	87	9.914899826049805	bm25
399364	4449293	88	9.870499610900879	bm25
399364	6374126	89	9.85830020904541	bm25
399364	7798816	90	9.829400062561035	bm25
399364	1563042	91	9.821800231933594	bm25
399364	4663642	92	9.794500350952148	bm25
399364	3312052	93	9.793800354003906	bm25
399364	1681486	94	9.785099983215332	bm25
399364	1365012	95	9.78439998626709	bm25
399364	7631629	96	9.765299797058105	bm25
399364	6125146	97	9.71969985961914	bm25
399364	1484196	98	9.708999633789062	bm25
399364	2893392	99	9.667200088500977	bm25
399364	4990164	100	9.66719913482666	bm25
399364	8285128	1	9.656800270080566	bm25
399364	1468791	2	9.654399871826172	bm25
399364	1616419	3	9.619600296020508	bm25
399364	1497906	4	9.576199531555176	bm25
399364	3558154	5	9.563799858093262	bm25
399364	6804381	6	9.548100471496582	bm25
399364	4689073	7	9.52929973602295	bm25
399364	1682236	8	9.51990032196045	bm25
399364	4601705	9	9.513799667358398	bm25
